X,Y,OBJECTID,AGENCY,PROJECT_TITLE,ADDRESS,MAR_MATCHADDRESS,LABEL,YEAR,XCOORD,YCOORD,MAR_ID,GIS_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED
-77.0155832888856,38.9204379290445,265,,MODERNIZATIONS UNDERWAY,300 BRYANT STREET NW,300 BRYANT STREET NW,,2010,398648.8305,139173.33,294475,CapitalProjectsPt_65,{32E9F641-CDAC-4253-8F51-938C7D389FD4},,,,
-77.0155869558254,38.9204375772306,266,DCPS,Washington Metropolitan High School,300 BRYANT STREET NW,300 BRYANT STREET NW,34,2015,398648.513,139173.29,294475,CapitalProjectsPt_171,{E9DB1CC8-8F9E-4EB0-B035-05032BE9CA3C},,,,
-77.0155869558254,38.9204375772306,267,DCPS,Washington Metropolitan High School,300 BRYANT STREET NW,300 BRYANT STREET NW,33,2016,398648.513,139173.29,294475,CapitalProjectsPt_427,{FBDF9C23-80F5-4E81-BB91-F7C527A69768},,,,
-76.9755267274127,38.9192851417766,268,KT0,UPGRADE TO DPW FUELING SITES,2200 ADAMS PLACE NE,2200 ADAMS PLACE NE,,2011,402122.53,139045.53,301226,CapitalProjectsPt_128,{69F9602D-5546-459B-802D-B5A035A04E90},,,,
-77.0405322505233,38.9191750962929,269,DCPS,Marie Reed Elementary School,2200 CHAMPLAIN STREET NW,2200 CHAMPLAIN STREET NW,16,2017,396485.22,139033.81,235577,CapitalProjectsPt_501,{F20A8CA9-546E-46E4-8E53-AD9590B861A3},,,,
-77.0405322505233,38.9191750962929,270,DCPS,Marie Reed Elementary School,2200 CHAMPLAIN STREET NW,2200 CHAMPLAIN STREET NW,18,2016,396485.22,139033.81,235577,CapitalProjectsPt_434,{73A1507F-8E58-467A-A14F-53709C9525DB},,,,
-77.0405322505233,38.9191750962929,271,DCPS,Marie Reed Elementary School,2200 CHAMPLAIN STREET NW,2200 CHAMPLAIN STREET NW,18,2015,396485.22,139033.81,235577,CapitalProjectsPt_178,{425B7365-EA72-416C-8251-85F0378DE7D9},,,,
-77.0405322389919,38.9191750962969,272,,PHASE 1,2200 CHAMPLAIN STREET NW,2200 CHAMPLAIN STREET NW,,2010,396485.2205,139033.81,235577,CapitalProjectsPt_3,{2F1EF5CC-8A7A-43C8-BB99-4BAEF98251C6},,,,
-77.0407290047673,38.9189455496813,273,District of Columbia Public Schools,Marie Reed Elementary School,2201 18th St. NW,2201 18th St. NW,16,2012,396468.146,139008.336,235577,CapitalProjectsPt_263,{24536CE8-4D9E-4C78-A2FF-9D69BF48AC46},,,,
-77.014692589142,38.9186703401737,274,DPR,The Park at LeDroit,2ND STREET NW AND V STREET NW,2ND STREET NW AND V STREET NW,21,2018,398726.03999677,138977.0999984,900313,CapitalProjectsPt_575,{F41544A6-5E73-43AB-819E-B9AC098684BB},,,,
-76.9991896804362,38.9186390114949,275,GO0,5TH STREET TERMINAL RENOVATION,2115 5TH STREET NE,2115 5TH STREET NE,,2011,400070.47,138973.52,286636,CapitalProjectsPt_251,{9F127D1B-663D-4963-A118-638C02C10843},,,,
-76.9991896804362,38.9186390114949,276,KT0,UPGRADE TO DPW FUELING SITES,2115 5TH STREET NE,2115 5TH STREET NE,,2011,400070.47,138973.52,286636,CapitalProjectsPt_127,{008F2C8D-0DBC-4CB2-A127-4D6C5F8A1BB4},,,,
-76.9864835684656,38.9185807596719,277,KT0,UPGRADE TO DPW FUELING SITES,1241 W STREET NE,1241 W STREET NE,,2011,401172.36,138967.14,301879,CapitalProjectsPt_130,{D2BE1731-0FB5-4196-BBFD-E01C5D0C9F4E},,,,
-76.9864835684656,38.9185807596719,278,KT0,DPW SECURITY CAMERA UPGRADE (W St Yard),1241 W STREET NE,1241 W STREET NE,,2011,401172.36,138967.14,301879,CapitalProjectsPt_224,{F7C394C5-1507-46D7-A7AB-51C17DC1FF5E},,,,
-77.0971769529129,38.9183892524673,279,CE0 - DCPL,Palisades Library,4901 V STREET NW,4901 V STREET NW,4,2013,391572.87,138950.28,224474,CapitalProjectsPt_302,{2A637C50-4135-42E6-9C72-E8B5EB2906CF},,,,
-77.0971769529129,38.9183892524673,280,DCPL,Palisades Library,4901 V Street NW,4901 V STREET NW,5,2014,391572.87,138950.28,224474,CapitalProjectsPt_363,{802927A9-E460-4FB4-BF1E-1AE923D30833},,,,
-77.0971769529129,38.9183892524673,281,DCPL,Palisades Library,4901 V Street NW,4901 V STREET NW,4,2015,391572.87,138950.28,224474,CapitalProjectsPt_151,{65794862-FBEA-4A7D-871A-AFEC54562850},,,,
-77.0971769529129,38.9183892524673,282,DCPL,Palisades Library,4901 V STREET NW,4901 V STREET NW,4,2016,391572.87,138950.28,224474,CapitalProjectsPt_455,{E594376F-2C9B-46DB-9A4F-096069AD508B},,,,
-77.0971769529129,38.9183892524673,283,CE0,PALISADES LIBRARY,4901 V STREET NW,4901 V STREET NW,,2011,391572.87,138950.28,224474,CapitalProjectsPt_232,{D07ACA51-D7BE-4985-B21D-B8DFD3F5F04C},,,,
-77.0379731096357,38.9178750629342,284,KT0,UPGRADE TO DPW FUELING SITES,1620 V STREET NW,1620 V STREET NW,,2011,396707.09,138889.4,241847,CapitalProjectsPt_252,{94046A35-6A34-4210-B95F-E660397FECA0},,,,
-77.0209226514137,38.917810266165,285,DMPED,Shaw-Howard University Hospital,2041 GEORGIA AVENUE NW,2041 GEORGIA AVENUE NW,8,2021,398185.74,138881.73,279523,CapitalProjectsPt_772,{83E6D5E6-6D45-4C3E-9903-55EF8AEAC03A},,,,
-77.0325172712833,38.9175770914957,286,DMPED,Frank D. Reeves Center,2000 14TH STREET NW,2000 14TH STREET NW,3,2021,397180.22,138856.14,239976,CapitalProjectsPt_800,{AF0B14D7-C726-4472-AEB1-45B0A4FA8518},,,,
-77.0257503194102,38.9175524293807,287,,"SELECTED ADDITIONS, DE-MASSING, & DEMOLITION",2001 10TH STREET NW,2001 10TH STREET NW,,2010,397767.06562672,138853.21524618,294503,CapitalProjectsPt_87,{5712111F-EDC7-46C2-B499-154FB7CE2335},,,,
-77.0324058245364,38.9174518165568,288,DDOT,Traffic Operations Center - Destination TBD,"2000 14th Street, NW",2000 14TH STREET NW,5,2014,397189.88,138842.23,239976,CapitalProjectsPt_400,{EC8E2C9C-3D78-4708-B4B3-19F7A31B8E35},,,,
-77.0443795489254,38.9173169912305,289,DCPS,Oyster-Adams Bilingual School (Adams),2020 19TH STREET NW,2020 19TH STREET NW,22,2016,396151.48,138827.7,294534,CapitalProjectsPt_426,{8D534EF8-D769-44BF-8293-FFE3F03F2C4F},,,,
-77.0443795489254,38.9173169912305,290,DCPS,Adams Elementary School,2020 19th St NW,2020 19TH STREET NW,1,2021,396151.48,138827.7,294534,CapitalProjectsPt_761,{5E4C0C1D-5F51-47C2-9F4A-02D14DCFF285},,,,
-77.0443795489254,38.9173169912305,291,DCPS,Oyster-Adams Bilingual School (Adams),2020 19TH STREET NW,2020 19TH STREET NW,23,2015,396151.48,138827.7,294534,CapitalProjectsPt_162,{82BBF545-045A-42FB-BAFD-B1B3010F8E1D},,,,
-77.0443795489254,38.9173169912305,292,DCPS,Oyster-Adams Bilingual School (Adams),2020 19TH STREET NW,2020 19TH STREET NW,22,2019,396151.48,138827.7,294534,CapitalProjectsPt_650,{6A1FF37F-03C6-4559-847D-AFC91FF4238C},,,,
-77.0443795489254,38.9173169912305,293,DCPS,Adams Elementary School,2020 19TH STREET NW,2020 19TH STREET NW,1,2020,396151.48,138827.7,294534,CapitalProjectsPt_721,{2D674789-07CA-4838-8E7E-C90900FB1CD4},,,,
-77.0443796294966,38.9173167569832,294,,PHASE 1,2020 19th ST NW,2020 19th ST NW,,2010,396151.4725,138827.674,294534,CapitalProjectsPt_210,{AB800088-A18D-45D5-8947-C876EA11EF59},,,,
-77.0253687270173,38.916299769034,295,FB0,INTEGRATED INFORMATION MANAGEMENT SYSTEM,1923 VERMONT AVENUE NW,1923 VERMONT AVENUE NW,,2010,397800.12,138714.15,239514,CapitalProjectsPt_21,{43CB38D2-787F-42A3-B315-3724A0B03BAF},,,,
-77.0668613086655,38.9157248764569,296,HA0,JELLEFF SITE ACQUISITION,3265 S STREET NW,3265 S STREET NW,,2010,394201.67,138652.15,273636,CapitalProjectsPt_61,{5CAAE3F2-FB35-46D9-977B-BCF54B07E759},,,,
-77.0668613086655,38.9157248764569,297,DPR,Jelleff Recreation Center,3265 S STREET NW,3265 S STREET NW,13,2019,394201.67,138652.15,273636,CapitalProjectsPt_626,{98612DFC-AE59-427C-97FF-9E9070295737},,,,
-77.0668613086655,38.9157248764569,298,DPR,Jelleff Recreation Center,3265 S STREET NW,3265 S STREET NW,12,2018,394201.67,138652.15,273636,CapitalProjectsPt_567,{C639BA04-D062-49B2-A3E3-808F41A68104},,,,
-77.0668299411862,38.9157207505667,299,DPR,Jelleff Recreation Center,3265 S STREET NW,3265 S STREET NW,10,2021,394204.39,138651.69,273636,CapitalProjectsPt_793,{A9C11032-BC5C-48D2-ABA3-B90293A38577},,,,
-77.0935259488975,38.9155728023133,300,Fire & Emergency Medical Services,Engine 29 - Major Renovations,4811 Macarthur Blvd. NW,4811 Macarthur Blvd. NW,5,2012,391889.17,138637.3,284959,CapitalProjectsPt_291,{A9DD5327-10B2-4C2C-87A6-E9BAE5AFD5C6},,,,
-77.0210954653775,38.9153469964049,301,KA0,HOWARD THEATER STREETSCAPE IMPROVEMENTS,620 T STREET NW,620 T STREET NW,,2010,398170.69,138608.29,238442,CapitalProjectsPt_33,{2114AC55-F1FF-445F-9E85-9D3D82DA2041},,,,
-77.0041247248103,38.9152275759528,302,District of Columbia Public Schools,McKinley Middle School,151 T St. NE,151 T St. NE,17,2012,399642.48,138594.83,296345,CapitalProjectsPt_260,{02A09E9E-2F22-404C-A12C-F3939963DA2D},,,,
-76.9841309728328,38.9144364503711,303,KT0,DPW OKIE STREET PARKING LOT ACQUISITION,1401 OKIE STREET NE,1401 OKIE STREET NE,,2011,401376.46,138507.12,286133,CapitalProjectsPt_138,{E1F7AB20-946D-4B43-9673-D24CAA3A58C1},,,,
-77.0286148494545,38.9139087472557,304,DCPS,Garrison Elementary School,1200 S STREET NW,1200 S STREET NW,12,2015,397518.52,138448.81,294509,CapitalProjectsPt_186,{CB2D5C7C-8A83-49C6-AE8D-7464EB9974B3},,,,
-77.0286148494545,38.9139087472557,305,DCPS,Garrison Elementary School,1200 S STREET NW,1200 S STREET NW,12,2016,397518.52,138448.81,294509,CapitalProjectsPt_442,{9D2CAFA3-890D-4311-BC40-80C4AC977908},,,,
-77.0286148494545,38.9139087472557,306,DCPS,Garrison ES,1200 S Street NW,1200 S STREET NW,7,2014,397518.52,138448.81,294509,CapitalProjectsPt_374,{F28CFDF0-5C85-45CE-8A31-FEAFC5E1C927},,,,
-77.0286148379241,38.9139087472585,307,,PHASE 1,1200 S STREET NW,1200 S STREET NW,,2010,397518.5205,138448.81,294509,CapitalProjectsPt_221,{0F110328-85E0-4A43-8A96-84656194F448},,,,
-76.9711715227116,38.9137239347467,308,DPR,Arboretum Community Center,2412 RAND PLACE NE,2412 RAND PLACE NE,1,2017,402500.41,138428.3,296167,CapitalProjectsPt_478,{C0F45F3B-3EFA-4C4D-AF6A-B2EFACF3C7C2},,,,
-76.9711715227116,38.9137239347467,309,DPR,Arboretum Community Center,2412 Rand Place NE,2412 RAND PLACE NE,1,2015,402500.41,138428.3,296167,CapitalProjectsPt_147,{524F0585-B18F-4717-814E-A15270F827B3},,,,
-76.9711715227116,38.9137239347467,310,DPR,Arboretum Community Center,2412 RAND PLACE NE,2412 RAND PLACE NE,3,2018,402500.41,138428.3,296167,CapitalProjectsPt_560,{6E5068B8-43D1-41D7-9B71-844C73196D8B},,,,
-76.9711715227116,38.9137239347467,311,DPR,Arboretum Community Center,2412 RAND PLACE NE,2412 RAND PLACE NE,2,2016,402500.41,138428.3,296167,CapitalProjectsPt_413,{6ECE0550-C063-46F4-B656-1D5A65215777},,,,
-77.0067782153543,38.9135105531897,312,,PHASE 1,1720 1ST STREET NE,1720 1ST STREET NE,,2010,399412.3405,138404.24,294527,CapitalProjectsPt_103,{5FCF3BFB-DDE2-4251-9325-6205805422A8},,,,
-77.0703098743125,38.9134538317844,313,DCPS,Ellington,3500 R Street NW,3500 R STREET NW,5,2014,393902.4,138400.27,294569,CapitalProjectsPt_372,{9403839A-D9D7-4C91-B46E-C64E6FEF3A6E},,,,
-77.0703098743125,38.9134538317844,314,GA0 - DCPS,Ellington Modernization,3500 R STREET NW,3500 R STREET NW,5,2013,393902.4,138400.27,294569,CapitalProjectsPt_309,{F452FA4D-06C4-4B11-A6EE-3B63077A2B8A},,,,
-77.0703098743125,38.9134538317844,315,District of Columbia Public Schools,Ellington School of the Arts,3500 R St. NW,3500 R St. NW,8,2012,393902.4,138400.27,294569,CapitalProjectsPt_257,{F2008B01-920C-415B-8EBA-BB346584EBAF},,,,
-77.0703098627821,38.9134538317913,316,,GENERAL MODERNIZATIONS - HIGH SCHOOLS,3500 R STREET NW,3500 R STREET NW,,2010,393902.4005,138400.27,294569,CapitalProjectsPt_100,{B36D8ECF-ED4D-4C6E-9A99-009A572C6828},,,,
-77.0017464732213,38.9130386097999,317,GO0,DOT CENTER RELOCATION,1709 3RD STREET NE,1709 3RD STREET NE,,2011,399848.73,138351.83,294526,CapitalProjectsPt_250,{74B839D2-086A-42D7-9030-C71167902528},,,,
-77.0396644413412,38.912398603594,318,DCPS,Ross Elementary School,1730 R STREET NW,1730 R STREET NW,26,2020,396560.15,138281.53,241714,CapitalProjectsPt_707,{5A92D0DD-3135-4925-8BE1-6FA72E1E7C61},,,,
-77.0396644413412,38.912398603594,319,DCPS,Ross Elementary School,1730 R STREET NW,1730 R STREET NW,31,2021,396560.15,138281.53,241714,CapitalProjectsPt_770,{61126B06-F5FE-4A48-8C23-F10568F75298},,,,
-77.0396644298109,38.912398603598,320,,PHASE 1,1730 R STREET NW,1730 R STREET NW,,2010,396560.1505,138281.53,241714,CapitalProjectsPt_104,{0F32543F-6DFE-4060-9C51-D3C8D1FBB874},,,,
-76.9836007572411,38.9121109645967,321,KT0,UPGRADE TO DPW FUELING SITES,1835 WEST VIRGINIA AVENUE NE,1835 WEST VIRGINIA AVENUE NE,,2011,401422.49,138248.98,301204,CapitalProjectsPt_133,{777CFB50-FF6F-41CA-AF6C-551F6C3F79D4},,,,
-76.9836007572411,38.9121109645967,322,KT0,UPGRADE TO DPW FUELING SITES,1835 WEST VIRGINIA AVENUE NE,1835 WEST VIRGINIA AVENUE NE,,2011,401422.49,138248.98,301204,CapitalProjectsPt_131,{A700BC12-26DE-4FB0-99E1-0C93DB52D307},,,,
-77.0239691110355,38.9116228544733,323,DCPS,Banneker High School,RHODE ISLAND AVENUE NW AND 9TH STREET NW,RHODE ISLAND AVENUE NW AND 9TH STREET NW,5,2021,397921.36434802,138194.94102168,901734,CapitalProjectsPt_775,{555FAC0E-2A0F-4E26-A521-0B60530D0962},,,,
-77.0248847584708,38.9106261511774,324,,PHASE 1,1503 10TH STREET NW,1503 10TH STREET NW,,2010,397841.9195,138084.32,279203,CapitalProjectsPt_124,{40003B74-4610-4E1D-8252-2576F699701E},,,,
-77.0248847584708,38.9106261511774,325,DCPS,Seaton Elementary School,1503 10TH STREET NW,1503 10TH STREET NW,28,2020,397841.92,138084.32,279203,CapitalProjectsPt_727,{14F20A85-0EAD-470B-A1B0-1522999FD2A9},,,,
-77.0248847584708,38.9106261511774,326,DCPS,Seaton Elementary School,1503 10TH STREET NW,1503 10TH STREET NW,33,2021,397841.92,138084.32,279203,CapitalProjectsPt_779,{C99664B1-F96E-4EDA-ABD4-A7121BC9F19F},,,,
-77.043513769897,38.9104615207343,327,DMPED,Dupont Underground,19 Dupont Cir NW,19 DUPONT CIRCLE NW,2,2021,396226.2,138066.65,316195,CapitalProjectsPt_799,{33C7FBC0-9411-4DE6-8061-F5817E451C1C},,,,
-77.0841924045575,38.910099044081,328,DCPS,Foxhall Elementary School,1550 Foxhall Road NW,1550 FOXHALL ROAD NW,18,2021,392698.06,138028.88,274137,CapitalProjectsPt_803,{B580B574-14FC-4916-AB08-364BCA76F2C0},,,,
-77.03762303946,38.9100324267948,329,DPR,Stead Park Recreation Center,1625 P STREET NW,1625 P STREET NW,21,2019,396737.09,138018.79,295822,CapitalProjectsPt_631,{8A049D62-215D-49EF-992F-6D046D661556},,,,
-77.03762303946,38.9100324267948,330,DPR,Stead Park Recreation Center,1625 P STREET NW,1625 P STREET NW,19,2020,396737.09,138018.79,295822,CapitalProjectsPt_702,{67A52664-0592-4F42-94A6-5486A762FF3A},,,,
-77.03762303946,38.9100324267948,331,DPR,Stead Park Recreation Center,1625 P STREET NW,1625 P STREET NW,20,2018,396737.09,138018.79,295822,CapitalProjectsPt_574,{01ABA951-BEE7-4976-8001-1D0871BB3FE5},,,,
-77.03762303946,38.9100324267948,332,HA0 - DPR,Stead Park,1625 P STREET NW,1625 P STREET NW,9,2013,396737.09,138018.79,295822,CapitalProjectsPt_350,{3B4FF8C2-21F3-4A44-A0C8-CE49A2CBD0C4},,,,
-77.0849834879324,38.9099236193214,333,DPR,Hardy Recreation Center,4500 Q STREET NW,4500 Q STREET NW,10,2018,392629.43,138009.47,284929,CapitalProjectsPt_565,{2516BDFA-1A00-4A0D-8A76-61F62C7A47D5},,,,
-77.0849834879324,38.9099236193214,334,DPR,Hardy Recreation Center,4500 Q STREET NW,4500 Q STREET NW,10,2019,392629.43,138009.47,284929,CapitalProjectsPt_624,{F8143FC9-EC4D-498D-996D-AF36E063BEA6},,,,
-76.9940563764428,38.9096686313138,335,,PHASE 1,1401 BRENTWOOD PARKWAY NE 3RD FLOOR,1401 BRENTWOOD PARKWAY NE 3RD FLOOR,,2010,400515.7005,137977.75,294521,CapitalProjectsPt_222,{F09E83D1-CB1C-4D8E-96E2-68F6F6CD08A0},,,,
-77.0215302070784,38.9089709937087,336,DPR,Kennedy Recreation Center,1401 7TH STREET NW,1401 7TH STREET NW,11,2021,398132.82,137900.51,279127,CapitalProjectsPt_794,{7D360460-95F4-442B-A48E-11A37BD709D2},,,,
-76.9316965827765,38.9085330448686,337,HA0,ROPER / DEANWOOD RECREATION CENTER,,,,2010,405924.38998745,137853.89001336,,CapitalProjectsPt_38,{BD675F00-B2E3-4232-9CFA-745F838F81BA},,,,
-77.0146961497149,38.9085310046647,338,GA0 - DCPS,Dunbar SHS Modernization,1301 NEW JERSEY AVENUE NW,1301 NEW JERSEY AVENUE NW,4,2013,398725.55,137851.55,279021,CapitalProjectsPt_308,{8FAAB5FF-04E9-4826-9816-CEACC9A4B94E},,,,
-77.0146961497149,38.9085310046647,339,District of Columbia Public Schools,Dunbar High School,1301 New Jersey Ave. NW,1301 New Jersey Ave. NW,6,2012,398725.55,137851.55,279021,CapitalProjectsPt_256,{7B55A84D-ABE8-4703-83DC-814E5C5C2FB2},,,,
-77.0146961381853,38.9085310046662,340,,"SELECTED ADDITIONS, DE-MASSING, & DEMOLITION",1301 NEW JERSEY AVENUE NW,1301 NEW JERSEY AVENUE NW,,2010,398725.5505,137851.55,279021,CapitalProjectsPt_208,{375EAA53-53EF-4187-93FB-58D6F776F52D},,,,
-76.9404871988728,38.9082365237467,341,,PHASE 1,1300 44TH STREET NE,1300 44TH STREET NE,,2010,405161.9705,137820.44,294516,CapitalProjectsPt_114,{B7CFB7B3-E7F3-4074-BFE9-82B87A013E2C},,,,
-77.064540122733,38.9080270209542,342,DCPS,Hyde-Addison Elementary School,3219 O STREET NW,3219 O STREET NW,13,2018,394402.37,137797.48,294558,CapitalProjectsPt_539,{7775521C-A0C9-4F11-A64D-54A408DC3348},,,,
-77.064540122733,38.9080270209542,343,District of Columbia Public Schools,Hyde-Addison Elementary School,3219 O St. NW,3219 O St. NW,,2012,394402.37,137797.48,294558,CapitalProjectsPt_280,{71F60C46-1199-4D06-9432-6A18B8AC8911},,,,
-77.064540122733,38.9080270209542,344,DCPS,Hyde-Addison Elementary School,3219 O STREET NW,3219 O STREET NW,14,2019,394402.37,137797.48,294558,CapitalProjectsPt_602,{762EFBB4-C4A7-4BAB-BBF7-4FD2B016A588},,,,
-77.064540122733,38.9080270209542,345,DCPS,Hyde-Addison Elementary School,3219 O STREET NW,3219 O STREET NW,14,2015,394402.37,137797.48,294558,CapitalProjectsPt_182,{04AEB229-99C1-4D3C-8BC3-2EFE3E86A545},,,,
-77.064540122733,38.9080270209542,346,,PHASE 1,3219 O STREET NW,3219 O STREET NW,,2010,394402.3695,137797.48,294558,CapitalProjectsPt_71,{26244680-0898-4199-AC76-2D49157368D0},,,,
-77.064540122733,38.9080270209542,347,DCPS,Hyde-Addison Elementary School,3219 O STREET NW,3219 O STREET NW,13,2017,394403.1,137806.99,294558,CapitalProjectsPt_505,{EBED4402-CA79-4731-BDE2-5808F0BE61B2},,,,
-77.064540122733,38.9080270209542,348,District of Columbia Public Schools,Hyde-Addison Elementary School,3219 O St. NW,3219 O St. NW,10,2012,394402.37,137797.48,294558,CapitalProjectsPt_270,{51ADFE0A-972E-4F53-A609-2FF56C21ADC5},,,,
-77.064540122733,38.9080270209542,349,DCPS,Hyde-Addison Elementary School,3219 O STREET NW,3219 O STREET NW,14,2016,394402.37,137797.48,294558,CapitalProjectsPt_438,{D3BDFB22-0086-41A8-BED0-B91C576A5D9B},,,,
-77.064540122733,38.9080270209542,350,GA0 - DCPS,Hyde ES Modernization/Renovation,3219 O STREET NW,3219 O STREET NW,8,2013,394402.37,137797.48,294558,CapitalProjectsPt_312,{5A42E349-9881-4C63-854A-C936A2F63300},,,,
-77.0861690322721,38.9077699355184,351,DCPS,MacArthur Boulevard School,4530 MacArthur Boulevard NW,4530 MACARTHUR BOULEVARD NW,25,2021,392526.38,137770.49,275307,CapitalProjectsPt_804,{1AE3C626-C820-40C6-8588-5AB254221E2B},,,,
-77.0160798567658,38.9076983610315,352,FB0,ENGINE 6,1300 NEW JERSEY AVENUE NW,1300 NEW JERSEY AVENUE NW,,2010,398605.52,137759.14,294514,CapitalProjectsPt_32,{7BA251BC-4567-4C65-AD7A-05766B1D088D},,,,
-77.0523378396226,38.9076553142815,353,DCPS,School Without Walls @ Francis-Stevens,2401 N STREET NW,2401 N STREET NW,27,2020,395460.7,137755.54,273945,CapitalProjectsPt_678,{CAB24107-89F0-457A-B9EF-6EBD5A6BD3D2},,,,
-77.0523378396226,38.9076553142815,354,DCPS,Francis/Stevens Elementary School,2401 N STREET NW,2401 N STREET NW,10,2018,395460.7,137755.54,273945,CapitalProjectsPt_536,{39C1BEDB-4E99-461E-A98F-0679AEE8FDB5},,,,
-77.0523378396226,38.9076553142815,355,DCPS,School Without Walls @ Francis-Stevens,2401 N STREET NW,2401 N STREET NW,25,2019,395460.7,137755.54,273945,CapitalProjectsPt_599,{3666FA55-EB71-4170-8562-94B9AB0F8E07},,,,
-77.0523378396226,38.9076553142815,356,DCPS,School Without Walls @ Francis-Stevens,2401 N STREET NW,2401 N STREET NW,32,2021,395460.7,137755.54,273945,CapitalProjectsPt_739,{09745069-1B94-427E-8B81-002EDCB070DD},,,,
-76.9433262453656,38.9075061871012,357,HA0,KENILWORTH  PARKSIDE RECREATION CENTER,4300 ANACOSTIA AVENUE NE,4300 ANACOSTIA AVENUE NE,,2010,404915.78,137739.21,295827,CapitalProjectsPt_40,{C3906A89-7B06-49A8-8C32-233DF653D084},,,,
-76.9433259917187,38.9075061869782,358,DPR,Kenliworth Recreation Center,4300 Anacostia Ave NE,4300 ANACOSTIA AVENUE NE,8,2014,404915.78,137739.21,295827,CapitalProjectsPt_371,{8E254F34-6A14-45DA-B885-A72AA871A9EB},,,,
-77.0523232969858,38.9074769554755,359,DCPS,Francis/Stevens ES,2425 N Street NW,2425 N STREET NW,6,2014,395461.95,137735.74,294544,CapitalProjectsPt_373,{AB58E2DC-3A7E-4FEB-8AD8-5A7314B580BA},,,,
-77.0523232969858,38.9074769554755,360,DCPS,School Without Walls @ Francis-Stevens,2425 N STREET NW,2425 N STREET NW,27,2016,395461.95,137735.74,294544,CapitalProjectsPt_443,{978F90BD-6C50-4F03-9618-611E9E611CF3},,,,
-77.0523232969858,38.9074769554755,361,DCPS,School Without Walls @ Francis-Stevens,2425 N STREET NW,2425 N STREET NW,28,2015,395461.95,137735.74,294544,CapitalProjectsPt_187,{99C24C10-FE45-445D-B9A1-5A5D29F3C942},,,,
-77.0131637674888,38.9067301483748,362,HA0,NEW YORK AVENUE DAY CARE REDEVELOPMENT,100 N STREET NW,100 N STREET NW,,2010,398858.43,137651.62,305773,CapitalProjectsPt_53,{BF402861-A0DB-443F-BBEB-D145DE62DE63},,,,
-76.9327070420458,38.9065701711248,363,DCPS,Ward 7 Specialized School (Formerly Ron Brown Middle School),4800 MEADE STREET NE,4800 MEADE STREET NE,25,2017,405836.91,137635.93,294601,CapitalProjectsPt_481,{B575742F-0C0B-4DAD-B130-F0BA0C8ADF38},,,,
-76.9327070420458,38.9065701711248,364,DCPS,Ward 7 Specialized School (Formerly Ron Brown Middle School),4800 MEADE STREET NE,4800 MEADE STREET NE,32,2016,405836.91,137635.93,294601,CapitalProjectsPt_416,{682F1050-4E61-4751-AA18-2787D9F11BFB},,,,
-76.9327070420458,38.9065701711248,365,DCPS,Ward 7 Specialized School (Formerly Ron Brown Middle School),4800 MEADE STREET NE,4800 MEADE STREET NE,33,2015,405836.91,137635.93,294601,CapitalProjectsPt_152,{AFD6F337-BA57-42E5-B8D2-33872CC9CA42},,,,
-76.9327070305166,38.9065701711181,366,,PHASE 1,4800 MEADE STREET NE,4800 MEADE STREET NE,,2010,405836.9105,137635.93,294601,CapitalProjectsPt_1,{7781DE58-322D-4E5A-8E00-0F1513E00042},,,,
-77.0497897170065,38.9055048734491,367,Fire & Emergency Medical Services,Engine 1 - Major Renovations,2225 M Street NW,2225 M Street NW,6,2012,395680.65,137516.39,294540,CapitalProjectsPt_295,{0033DCD6-1538-4ADF-BEBB-CC326D693379},,,,
-76.9299499086104,38.9054227781777,368,DCPS,Houston Elementary School,1100 50TH PLACE NE,1100 50TH PLACE NE,13,2019,406076.15,137508.74,156316,CapitalProjectsPt_601,{976D63E9-8429-4166-9B61-3192AEA332A5},,,,
-76.9299499086104,38.9054227781777,369,DCPS,Houston Elementary School,1100 50TH PLACE NE,1100 50TH PLACE NE,13,2015,406076.15,137508.74,156316,CapitalProjectsPt_158,{D6D34ADD-5C7F-4B77-859F-57BDBC39571D},,,,
-76.9299499086104,38.9054227781777,370,GA0 - DCPS,Houston ES Renovation/Modernization,1100 50TH PLACE NE,1100 50TH PLACE NE,7,2013,406076.15,137508.74,156316,CapitalProjectsPt_311,{70A4A415-5063-429A-A198-18E96F457D5F},,,,
-76.9299499086104,38.9054227781777,371,DCPS,Houston Elementary School,1100 50TH PLACE NE,1100 50TH PLACE NE,13,2016,406076.15,137508.74,156316,CapitalProjectsPt_422,{02A3D08B-D130-4366-A091-E2E7ACB82D03},,,,
-76.9299499086104,38.9054227781777,372,DCPS,Houston Elementary School,1100 50TH PLACE NE,1100 50TH PLACE NE,12,2017,406076.15,137508.74,156316,CapitalProjectsPt_486,{D687C4C5-ED8D-4B89-916E-94FBBCFC207F},,,,
-76.9299499086104,38.9054227781777,373,DCPS,Houston Elementary School,1100 50TH PLACE NE,1100 50TH PLACE NE,12,2018,406076.15,137508.74,156316,CapitalProjectsPt_538,{515E58B3-E8BB-455D-82B5-6786C137C4C8},,,,
-76.9299499086104,38.9054227781777,374,DCPS,Houston Elementary School,1100 50TH PLACE NE,1100 50TH PLACE NE,15,2020,406076.15,137508.74,156316,CapitalProjectsPt_680,{B522EE37-B55F-4320-83E2-45568B639A48},,,,
